MusicPlayResponse,MusicPlaySongAlbum,MusicPlayAlbumArtist,MusicPlayAlbumArtistSong,MusicPlaySong,MusicPlayArtist,MusicPlayAlbum,MusicPlayCollection,MusicPlayGenre,MusicPlayMood,MusicPlayEra,MusicPlayKeyword,MusicPlayNew,MusicPlaySimilar
play until you were gone skrux saturn remix,,,,until you were gone skrux saturn remix,,,,,,,,,
play untouchables by the pioneers,untouchables,,,,the pioneers,,,,,,,,
play valentine by september,,,,valentine,september,,,,,,,,
play van der graaf generator,,,,,van der graaf generator,,,,,,,,
play vanessa amorosi s back to black glee cast version,,,,back to black glee cast version,vanessa amorosi,,,,,,,,
play vanessa bell armstrong band,,,,,vanessa bell armstrong,,,,,,,,
play vanessa hudgens top songs,,,,,vanessa hudgens,,,,,,,,
play velvet revolver,,,,,velvet revolver,,,,,,,,
play village crazy lady by british sea power,,,,village crazy lady,british sea power,,,,,,,,
play violent pornography by seventh one,violent pornography,,,,seventh one,,,,,,,,
play voice of the voiceless album version by john barry,,,,voice of the voiceless album version,john barry,,,,,,,,
play voodoo doll satellites remix,,,,voodoo doll satellites remix,,,,,,,,,
play wale,,,,,wale,,,,,,,,
play walk away,,,,walk away,,,,,,,,,
play walk unafraid by harold melvin the blue notes,,,,walk unafraid,harold melvin the blue notes,,,,,,,,
play walter trout,,,,,walter trout,,,,,,,,
play want to want me by pete rock c l smooth,,,,want to want me,pete rock c l smooth,,,,,,,,
play wardruna s feelin way too damn good,,,,feelin way too damn good,wardruna,,,,,,,,
play warumpi band s never be like you feat kai disclosure remix,,,,never be like you feat kai disclosure remix,warumpi band,,,,,,,,
play waste of time by charlie landsborough,,,,,charlie landsborough,waste of time,,,,,,,
play we are one ole ola the official 2014 fifa world cup song opening ceremony version,,,,,,we are one ole ola the official 2014 fifa world cup song opening ceremony version,,,,,,,
play we are your friends,,,,,,we are your friends,,,,,,,
play we belong as one feat tobymac by alphaville,,,,we belong as one feat tobymac,alphaville,,,,,,,,
play we dem boyz,,,,we dem boyz,,,,,,,,,
play we don't talk anymore feat selena gomez album,,,,,,we don't talk anymore feat selena gomez,,,,,,,
play what i do,,,,what i do,,,,,,,,,
play what s love got to do with it by it,,,,,,,,,,,,,
play what s love got to do with it by it,,,,,,,,,,,,,
play what s love got to do with it by it,,,,,,,,,,,,,
play what s love got to do with it by it,,,,,,,,,,,,,
play whatever,,,,,,,,,,,,,
play whatever,,,,,,,,,,,,,
play whatever,,,,,,,,,,,,,
play wheel in the sky by josh gad,wheel in the sky,,,,josh gad,,,,,,,,
play whenever you call,,,,whenever you call,,,,,,,,,
play where did the party go by sergio dalma,,,,where did the party go,sergio dalma,,,,,,,,
play while she sleeps s album record,,,,,while she sleeps,record,,,,,,,
play white december by this band,white december,,,,this band,,,,,,,,
play white riot by vishal dadlani,,,,white riot,vishal dadlani,,,,,,,,
play wild world,,,wild world,,,,,,,,,,
play wit it this christmas,,,wit it this christmas,,,,,,,,,,
play within temptation s wonderful tonight,,,,wonderful tonight,within temptation,,,,,,,,
play wolf parade s all in one,,,,all in one,wolf parade,,,,,,,,
play wolves at the gate,,,,,wolves at the gate,,,,,,,,
play worakls s i believe in a thing called love,,,,i believe in a thing called love,worakls,,,,,,,,
play work it feat 50 cent remix by we are scientists,,,,work it feat 50 cent remix,we are scientists,,,,,,,,
play work song live in america by him,,,,work song live in america,him,,,,,,,,
play working on the highway by marisela,working on the highway,,,,marisela,,,,,,,,
play yeah boy,,,,yeah boy,,,,,,,,,
play yeezy playlist,,,,,,,yeezy,,,,,,
play yelawolf s this song,,,,this song,yelawolf,,,,,,,,
play yoko ono s estoy aquí en vivo,,,,estoy aquí en vivo,yoko ono,,,,,,,,
play you asked me to take 3a by matrix futurebound,you asked me to take 3a,,,,matrix futurebound,,,,,,,,
play you don't own me thrill remix,,,,you don't own me thrill remix,,,,,,,,,
play you got it by that,,,,you got it,that,,,,,,,,
play young as the morning old as the sea,,,,,,young as the morning old as the sea,,,,,,,
play your favorite songs from 100 disney channel original movies,,,,,,your favorite songs from 100 disney channel original movies,,,,,,,
play zella day s dancing in the dark,,,,dancing in the dark,zella day,,,,,,,,
play zella day s runnin interlude,,,,runnin interlude,zella day,,,,,,,,
play zero and blind terry album version by spin doctors,zero and blind terry album version,,,,spin doctors,,,,,,,,
plays some cloud nothings tunes,,,,,cloud nothings,,,,,,,,
plays some last one tunes,,,,,last one,,,,,,,,
plays some the rock masters tunes,,,,,the rock masters,,,,,,,,
please play greater than all live,,,greater than all live,,,,,,,,,,
please play indestructible album,,,,,,indestructible,,,,,,,
please play people are like suns,,,people are like suns,,,,,,,,,,
please play the beat,,,the beat,,,,,,,,,,
please play the ronettes s splitting the atom album,,,,,the ronettes,splitting the atom,,,,,,,
please play their s magpies on fire victorian machinery album,,,,,their,magpies on fire victorian machinery,,,,,,,
please play trip switch album,,,,,,trip switch,,,,,,,
please play wannabe album,,,,,,wannabe,,,,,,,
pull up my my favorites collection,,,,,,,my favorites,,,,,,
put 44 on,,,44,,,,,,,,,,
put atlas genius on,,,atlas genius,,,,,,,,,,
put baby k music on,,,,,baby k,,,,,,,,
put drive-by truckers on,,,drive-by truckers,,,,,,,,,,
put flipsyde music on,,,,,flipsyde,,,,,,,,
put foghat music on,,,,,foghat,,,,,,,,
put gene pitney music on,,,,,gene pitney,,,,,,,,
put his music on,,,,,his,,,,,,,,
put i'm gonna be 500 miles on,,,i'm gonna be 500 miles,,,,,,,,,,
put kiiara music on,,,,,kiiara,,,,,,,,
put laura welsh music on,,,,,laura welsh,,,,,,,,
put mtv unplugged in new york on,,,mtv unplugged in new york,,,,,,,,,,
put on 1st day out tha feds by alfred brendel,1st day out tha feds,,,,alfred brendel,,,,,,,,
put on a 1940s station,,,,,,,,,,1940s,,,
put on a 2000s station,,,,,,,,,,2000s,,,
put on a 30s station,,,,,,,,,,30s,,,
put on a rainy day mix,,,,,,,,,,,rainy day,,
put on a rainy day mix,,,,,,,,,,,rainy day,,
put on alex turner,,,alex turner,,,,,,,,,,
put on an folktronica station,,,,,,,,folktronica,,,,,
put on an metal station,,,,,,,,metal,,,,,
put on desire by the rolling stones,desire,,,,the rolling stones,,,,,,,,
put on dirty heads s song that track,,,,that track,dirty heads,,,,,,,,
put on do you wanna come over by craig douglas,do you wanna come over,,,,craig douglas,,,,,,,,
put on follow the sun song,,,,follow the sun,,,,,,,,,
put on hands like houses,,,hands like houses,,,,,,,,,,
put on hold each other,,,hold each other,,,,,,,,,,
put on look her in the eye and lie,,,look her in the eye and lie,,,,,,,,,,
put on lounge act song,,,,lounge act,,,,,,,,,
put on more,,,more,,,,,,,,,,
put on my cantopop playlist,,,,,,,cantopop,,,,,,
put on my playlist called faves,,,,,,,faves,,,,,,
put on my playlist called sixth one,,,,,,,sixth one,,,,,,
put on my yoga playlist,,,,,,,yoga,,,,,,
put on similar artists to az,,,,,az,,,,,,,,similar
put on similar artists to goanna,,,,,goanna,,,,,,,,similar
put on similar artists to lars winnerbäck,,,,,lars winnerbäck,,,,,,,,similar
put on similar artists to nyanse,,,,,nyanse,,,,,,,,similar
put on similar artists to the doobie brothers,,,,,the doobie brothers,,,,,,,,similar
put on some 2000s electronica,,,,,,,,electronica,,2000s,,,
put on some 2010s folktronica,,,,,,,,folktronica,,2010s,,,
put on some 80s old school hip hop,,,,,,,,old school hip hop,,80s,,,
put on some 90s rhythm and blues,,,,,,,,rhythm and blues,,90s,,,
put on some dark music,,,,,,,,,dark,,,,
put on some energetic music,,,,,,,,,energetic,,,,
put on some heard em say by sixpence none the richer,heard em say,,,,sixpence none the richer,,,,,,,,
put on some lit feat bas k-quick by jeremy camp,lit feat bas k-quick,,,,jeremy camp,,,,,,,,
put on some music by james brown,,,,,james brown,,,,,,,,
put on some music by paula cole,,,,,paula cole,,,,,,,,
put on some music for a romantic dinner,,,,,,,,,,,romantic dinner,,
put on some music for a romantic dinner,,,,,,,,,,,romantic dinner,,
put on some music for a romantic dinner,,,,,,,,,,,romantic dinner,,
put on some music for a romantic dinner,,,,,,,,,,,romantic dinner,,
put on some music for a romantic dinner,,,,,,,,,,,romantic dinner,,
put on some music for a romantic dinner,,,,,,,,,,,romantic dinner,,
put on some music for a romantic dinner,,,,,,,,,,,romantic dinner,,
put on some music for the drive home,,,,,,,,,,,drive home,,
put on some music for the drive home,,,,,,,,,,,drive home,,
put on some of bebe cece winans music,,,,,bebe cece winans,,,,,,,,
put on some of generation x music,,,,,generation x,,,,,,,,
put on some of maurice williams the zodiacs music,,,,,maurice williams the zodiacs,,,,,,,,
put on some of that artist music,,,,,that artist,,,,,,,,
put on some serious music,,,,,,,,,serious,,,,
put on some upbeat music,,,,,,,,,upbeat,,,,
put on something by dannii minogue,,,,,dannii minogue,,,,,,,,
put on something similar,,,,,,,,,,,,,similar
put on something similar,,,,,,,,,,,,,similar
put on something similar,,,,,,,,,,,,,similar
put on something similar,,,,,,,,,,,,,similar
put on something similar,,,,,,,,,,,,,similar
put on something similar,,,,,,,,,,,,,similar
put on something similar,,,,,,,,,,,,,similar
put on something similar,,,,,,,,,,,,,similar
put on songs from 1980s,,,,,,,,,,1980s,,,
put on songs from 1990s,,,,,,,,,,1990s,,,
put on songs from 2000s,,,,,,,,,,2000s,,,
put on that band s song us forces remastered version,,,,us forces remastered version,that band,,,,,,,,
put on that song by current singer that just came out,,,,,current singer,,,,,,,just,
put on that song by dimmu borgir that just came out,,,,,dimmu borgir,,,,,,,just,
put on that song by giorgio moroder that just came out,,,,,giorgio moroder,,,,,,,just,
put on that song by mann that just came out,,,,,mann,,,,,,,just,
put on that song by shaman s harvest that just came out,,,,,shaman s harvest,,,,,,,just,
put on the album album,,,,,,album,,,,,,,
put on the album called staind,,,,,,staind,,,,,,,
put on the album mad,,,,,,mad,,,,,,,
put on the album the first,,,,,,the first,,,,,,,
put on the album the sweet escape,,,,,,the sweet escape,,,,,,,
put on the cardio workout crew record back to back,,,,,cardio workout crew,back to back,,,,,,,
put on the graduation playlist,,,,,,,graduation,,,,,,
put on the lee ann womack record dirty mind,,,,,lee ann womack,dirty mind,,,,,,,
put on the new single by loreena mckennitt,,,,,loreena mckennitt,,,,,,,new,
put on the nyla record rhino hi-five naughty by nature,,,,,nyla,rhino hi-five naughty by nature,,,,,,,
put on the record feel,,,,,,feel,,,,,,,
put on the record fetty wap by fetty wap,,,,,,,,,,,,,
put on the record fetty wap by fetty wap,,,,,,,,,,,,,
put on the record learning to crawl expanded and remastered,,,,,,learning to crawl expanded and remastered,,,,,,,
put on the song current playing song,,,,current playing song,,,,,,,,,
put on the song last fair deal gone down,,,,last fair deal gone down,,,,,,,,,
put on the song stand by me 2010 - remaster,,,,stand by me 2010 - remaster,,,,,,,,,
put on the songs from andrew gold s the ninth album,,,,,andrew gold,the ninth,,,,,,,
put on the songs from dame joan sutherland s sex and love album,,,,,dame joan sutherland,sex and love,,,,,,,
put on the songs from howard carpendale s 6 foot 7 foot album,,,,,howard carpendale,6 foot 7 foot,,,,,,,
put on the songs from ringo starr s closer remixes album,,,,,ringo starr,closer remixes,,,,,,,
put on the songs from that band s paper trail album,,,,,that band,paper trail,,,,,,,
put on the songs from the first s rascal flatts album,,,,,the first,rascal flatts,,,,,,,
put on the susan boyle record the best of,,,,,susan boyle,the best of,,,,,,,
put on the the third record the wrong side of heaven and the righteous side of hell,,,,,the third,the wrong side of heaven and the righteous side of hell,,,,,,,
put on the track give me everything adam f dutch step remix,,,,give me everything adam f dutch step remix,,,,,,,,,
put on the track if you don't know me by now,,,,if you don't know me by now,,,,,,,,,
put on we the best forever the album,,,,,,we the best forever,,,,,,,
put on what happened to you,,,what happened to you,,,,,,,,,,
put on when disaster strikes,,,when disaster strikes,,,,,,,,,,
put ryan leslie music on,,,,,ryan leslie,,,,,,,,
put technotronic music on,,,,,technotronic,,,,,,,,
put the all we know record on,,,,,,all we know,,,,,,,
put the johnny cash the best of sun years record on,,,,,,johnny cash the best of sun years,,,,,,,
put the sixth one record on,,,,,,sixth one,,,,,,,
put therion music on,,,,,therion,,,,,,,,
set the mood with some 1930s music,,,,,,,,,,1930s,,,
set the mood with some 1950s music,,,,,,,,,,1950s,,,
set the mood with some 30s music,,,,,,,,,,30s,,,
set the mood with some 80s music,,,,,,,,,,80s,,,
set the mood with some 90s music,,,,,,,,,,90s,,,
spin some gary glitter,,,gary glitter,,,,,,,,,,
spin some happy,,,happy,,,,,,,,,,
spin some red lights,,,red lights,,,,,,,,,,
spin some water fall interluuube,,,water fall interluuube,,,,,,,,,,
start a brian doerksen radio,,,,,brian doerksen,,,,,,,,radio
start a drowning pool radio,,,,,drowning pool,,,,,,,,radio
start a dwight yoakam radio,,,,,dwight yoakam,,,,,,,,radio
start a heather headley radio,,,,,heather headley,,,,,,,,radio
start a karaoke all hits radio,,,,,karaoke all hits,,,,,,,,radio
start a sam brown radio,,,,,sam brown,,,,,,,,radio
start a seventh one radio,,,,,seventh one,,,,,,,,radio
start a wet wet wet radio,,,,,wet wet wet,,,,,,,,radio
start an celtic spirit station,,,,,celtic spirit,,,,,,,,station
start an kajagoogoo station,,,,,kajagoogoo,,,,,,,,station
start my guilty pleasures collection,,,,,,,guilty pleasures,,,,,,
start my third radio,,,,,third,,,,,,,,radio
start my this radio,,,,,this,,,,,,,,radio
start my walk the runway collection,,,,,,,walk the runway,,,,,,
start playing 57th 9th,,,57th 9th,,,,,,,,,,
start playing a million,,,a million,,,,,,,,,,
start playing grace jones,,,grace jones,,,,,,,,,,
start playing meshuggah,,,meshuggah,,,,,,,,,,
start playing pray to god,,,pray to god,,,,,,,,,,
start playing scary monsters and super creeps 2002 remastered version,,,scary monsters and super creeps 2002 remastered version,,,,,,,,,,
start playing the song colours,,,,colours,,,,,,,,,
start playing the song my mind drifting to hiipower,,,,my mind drifting to hiipower,,,,,,,,,
start playing the song the twilight zone,,,,the twilight zone,,,,,,,,,
start playing the song wild ones feat sia religion remix,,,,wild ones feat sia religion remix,,,,,,,,,
start playing x-ray spex,,,x-ray spex,,,,,,,,,,
start up my all-time faves collection,,,,,,,all-time faves,,,,,,
start up my morning wake up collection,,,,,,,morning wake up,,,,,,
start up my walk the runway collection,,,,,,,walk the runway,,,,,,
take me back to the 70s,,,,,,,,,,70s,,,
take me to the 1970s,,,,,,,,,,1970s,,,
take me to the 30s,,,,,,,,,,30s,,,
take me to the 60s,,,,,,,,,,60s,,,
take me to the 70s,,,,,,,,,,70s,,,
take me to the 70s,,,,,,,,,,70s,,,
tune into some reggae,,,,,,,,reggae,,,,,
turn on fourth artist radio,,,,,fourth,,,,,,,,
turn on ida brodal per erik høsøien artist radio,,,,,ida brodal per erik høsøien,,,,,,,,
turn on some 50s mariachi classics,,,,,,,,mariachi,,50s,,,
turn on some 80s kuduro jams,,,,,,,,kuduro,,80s,,,
turn on some baby making tunes,,,,,,,,,,,baby making,,
turn on some baby making tunes,,,,,,,,,,,baby making,,
turn on some baby making tunes,,,,,,,,,,,baby making,,
turn on some baby making tunes,,,,,,,,,,,baby making,,
turn on some folk,,,,,,,,folk,,,,,
turn on some good 30s korean pop,,,,,,,,korean pop,,30s,,,
turn on some kwaito,,,,,,,,kwaito,,,,,
turn on the my hits playlist,,,,,,,my hits,,,,,,
turn on the studying music playlist,,,,,,,studying music,,,,,,
turn up some british hip hop music,,,,,,,,british hip hop,,,,,
turn up some dub music,,,,,,,,dub,,,,,
turn up some folktronica music,,,,,,,,folktronica,,,,,
turn up some french pop music,,,,,,,,french pop,,,,,
turn up some heavy metal music,,,,,,,,heavy metal,,,,,
turn up some teen pop music,,,,,,,,teen pop,,,,,
what did music in the 1960s sound like,,,,,,,,,,1960s,,,
what did music in the 30s sound like,,,,,,,,,,30s,,,
